0.00125	0.059
0.0025	0.054
0.00375	0.059
0.005	0.044
0.00625	0.112
0.0075	0.278
0.00875	0.264
0.01	0.356
0.01125	0.376
0.0125	0.161
0.01375	-0.005
0.015	0.21
0.01625	0.273
0.0175	0.049
0.01875	-0.054
0.02	-0.259
0.02125	-0.366
0.0225	-0.308
0.02375	-0.234
0.025	0.249
0.02625	1.001
0.0275	1.157
0.02875	0.977
0.03	0.757
0.03125	-0.029
0.0325	-1.348
0.03375	-1.357
0.035	-0.547
0.03625	-0.449
0.0375	-0.542
0.03875	-0.371
0.04	-0.181
0.04125	0.01
0.0425	-0.005
0.04375	-0.024
0.045	0.078
0.04625	0.005
0.0475	0.22
0.04875	0.293
0.05	0.464
0.05125	0.254
0.0525	0.02
0.05375	0.024
0.055	0.034
0.05625	-0.029
0.0575	0.01
0.05875	-0.024
0.06	-0.054
0.06125	-0.176
0.0625	-0.078
0.06375	-0.044
0.065	-0.112
0.06625	0.044
0.0675	0.352
0.06875	0.693
0.07	0.566
0.07125	0.244
0.0725	-0.059
0.07375	-0.229
0.075	-0.498
0.07625	-0.249
0.0775	-0.322
0.07875	-0.249
0.08	-0.054
0.08125	0.024
0.0825	0.176
0.08375	0.239
0.085	0.366
0.08625	0.435
0.0875	0.356
0.08875	0.137
0.09	0.073
0.09125	0
0.0925	-0.161
0.09375	-0.356
0.095	-0.337
0.09625	-0.269
0.0975	-0.117
0.09875	-0.449
0.1	-0.444
0.10125	-0.21
0.1025	-0.19
0.10375	-0.288
0.105	-0.186
0.10625	-0.088
0.1075	0.073
0.10875	0.42
0.11	0.483
0.11125	0.352
0.1125	0.376
0.11375	0.552
0.115	0.591
0.11625	0.381
0.1175	0.078
0.11875	-0.205
0.12	-0.464
0.12125	-0.806
0.1225	-0.977
0.12375	-0.605
0.125	-0.371
0.12625	-0.063
0.1275	0.654
0.12875	1.128
0.13	1.113
0.13125	1.045
0.1325	0.825
0.13375	0.659
0.135	0.361
0.13625	-0.112
0.1375	-1.006
0.13875	-1.504
0.14	-1.763
0.14125	-1.006
0.1425	-0.591
0.14375	-0.044
0.145	0.181
0.14625	0.151
0.1475	0.459
0.14875	0.269
0.15	0.112
0.15125	0.293
0.1525	0.361
0.15375	0.288
0.155	-0.005
0.15625	-0.376
0.1575	-0.723
0.15875	-0.303
0.16	0.264
0.16125	0.791
0.1625	0.562
0.16375	0.015
0.165	-0.415
0.16625	-0.449
0.1675	-0.859
0.16875	-0.327
0.17	-0.19
0.17125	-0.371
0.1725	-0.488
0.17375	-0.142
0.175	0.073
0.17625	-0.073
0.1775	0.22
0.17875	0.645
0.18	0.469
0.18125	0.352
0.1825	0.161
0.18375	0.078
0.185	0
0.18625	-0.054
0.1875	0.171
0.18875	0.239
0.19	0.337
0.19125	0.225
0.1925	0.2
0.19375	0.005
0.195	-0.068
0.19625	-0.029
0.1975	-0.293
0.19875	-0.298
0.2	-0.171
0.20125	-0.044
0.2025	0.361
0.20375	0.371
0.205	0.215
0.20625	0.146
0.2075	0.21
0.20875	0.103
0.21	-0.049
0.21125	0.02
0.2125	0.02
0.21375	0.024
0.215	0.044
0.21625	0.01
0.2175	0.02
0.21875	0.049
0.22	0.024
0.22125	-0.02
0.2225	-0.029
0.22375	-0.024
0.225	-0.015
0.22625	0.063
0.2275	0.059
0.22875	0.044
0.23	-0.02
0.23125	-0.098
0.2325	0.103
0.23375	0.093
0.235	0.103
0.23625	0.039
0.2375	-0.054
0.23875	0.054
0.24	0.02
0.24125	-0.024
0.2425	-0.19
0.24375	-0.024
0.245	-0.01
0.24625	-0.093
0.2475	-0.073
0.24875	-0.21
0.25	-0.181
0.25125	-0.098
0.2525	-0.068
0.25375	-0.181
0.255	-0.313
0.25625	-0.352
0.2575	-0.112
0.25875	0.142
0.26	0.439
0.26125	0.376
0.2625	0.044
0.26375	-0.137
0.265	-0.127
0.26625	-0.078
0.2675	-0.034
0.26875	0.054
0.27	0.083
0.27125	0.103
0.2725	-0.039
0.27375	-0.146
0.275	-0.107
0.27625	-0.122
0.2775	-0.19
0.27875	-0.264
0.28	-0.156
0.28125	-0.127
0.2825	-0.112
0.28375	-0.098
0.285	-0.098
0.28625	-0.098
0.2875	-0.103
0.28875	-0.112
0.29	-0.112
0.29125	-0.107
0.2925	-0.02
0.29375	-0.044
0.295	-0.073
0.29625	-0.073
0.2975	-0.059
0.29875	-0.073
0.3	-0.078
0.30125	-0.073
0.3025	-0.068
0.30375	-0.068
0.305	-0.068
0.30625	-0.063
0.3075	-0.068
0.30875	-0.063
0.31	-0.073
0.31125	-0.078
0.3125	-0.068
0.31375	-0.063
0.315	-0.063
0.31625	-0.059
0.3175	-0.059
0.31875	-0.059
0.32	-0.049
0.32125	-0.049
0.3225	-0.044
0.32375	-0.034
0.325	-0.029
0.32625	-0.024
0.3275	-0.015
0.32875	0
0.33	-0.005
0.33125	-0.01
0.3325	-0.005
0.33375	0
0.335	0.005
0.33625	0.005
0.3375	0.024
0.33875	0.049
0.34	0.098
0.34125	0.112
0.3425	0.107
0.34375	0.107
0.345	-0.01
0.34625	-0.098
0.3475	0.02
0.34875	0.049
0.35	0.059
0.35125	0.063
0.3525	0.078
0.35375	0.088
0.355	0.156
0.35625	0.21
0.3575	0.215
0.35875	0.186
0.36	0.215
0.36125	-0.059
0.3625	0.103
0.36375	0.156
0.365	0.054
0.36625	0.215
0.3675	0.186
0.36875	0.239
0.37	0.171
0.37125	-0.317
0.3725	-0.195
0.37375	-0.142
0.375	-0.117
0.37625	-0.103
0.3775	-0.112
0.37875	-0.127
0.38	-0.137
0.38125	-0.137
0.3825	-0.142
0.38375	-0.107
0.385	-0.122
0.38625	-0.078
0.3875	-0.029
0.38875	-0.049
0.39	-0.181
0.39125	-0.264
0.3925	-0.137
0.39375	-0.083
0.395	-0.034
0.39625	-0.01
0.3975	0.02
0.39875	0.02
0.4	0
0.40125	-0.049
0.4025	-0.122
0.40375	-0.205
0.405	-0.293
0.40625	-0.381
0.4075	-0.459
0.40875	-0.532
0.41	-0.61
0.41125	-0.674
0.4125	-0.713
0.41375	-0.752
0.415	-0.757
0.41625	-0.742
0.4175	-0.713
0.41875	-0.669
0.42	-0.601
0.42125	-0.527
0.4225	-0.425
0.42375	-0.283
0.425	-0.142
0.42625	0.015
0.4275	0.181
0.42875	0.361
0.43	0.527
0.43125	0.703
0.4325	0.889
0.43375	1.084
0.435	1.284
0.43625	1.455
0.4375	1.597
0.43875	1.699
0.44	1.772
0.44125	1.821
0.4425	1.831
0.44375	1.831
0.445	1.729
0.44625	1.792
0.4475	1.787
0.44875	1.797
0.45	1.782
0.45125	1.772
0.4525	1.724
0.45375	1.68
0.455	1.646
0.45625	1.553
0.4575	1.475
0.45875	1.377
0.46	1.265
0.46125	1.143
0.4625	1.006
0.46375	0.85
0.465	0.693
0.46625	0.488
0.4675	0.254
0.46875	-0.02
0.47	-0.195
0.47125	-0.396
0.4725	-0.61
0.47375	-0.806
0.475	-0.967
0.47625	-1.104
0.4775	-1.211
0.47875	-1.328
0.48	-1.528
0.48125	-1.665
0.4825	-1.836
0.48375	-1.831
0.485	-1.865
0.48625	-1.904
0.4875	-1.934
0.48875	-1.943
0.49	-2.002
0.49125	-1.851
0.4925	-1.597
0.49375	-1.357
0.495	-1.138
0.49625	-0.947
0.4975	-0.786
0.49875	-0.64
0.5	-0.503
0.50125	-0.391
0.5025	-0.288
0.50375	-0.2
0.505	-0.132
0.50625	0.112
0.5075	0.269
0.50875	0.435
0.51	0.591
0.51125	0.771
0.5125	0.879
0.51375	0.933
0.515	0.757
0.51625	0.532
0.5175	0.874
0.51875	0.962
0.52	0.981
0.52125	0.962
0.5225	1.006
0.52375	1.035
0.525	1.045
0.52625	1.035
0.5275	1.016
0.52875	0.972
0.53	0.938
0.53125	0.889
0.5325	0.874
0.53375	0.845
0.535	0.83
0.53625	0.815
0.5375	0.801
0.53875	0.776
0.54	0.737
0.54125	0.659
0.5425	0.581
0.54375	0.498
0.545	0.415
0.54625	0.317
0.5475	0.205
0.54875	0.073
0.55	-0.044
0.55125	-0.171
0.5525	-0.327
0.55375	-0.479
0.555	-0.645
0.55625	-0.801
0.5575	-0.962
0.55875	-1.118
0.56	-1.265
0.56125	-1.392
0.5625	-1.509
0.56375	-1.606
0.565	-1.704
0.56625	-1.763
0.5675	-1.782
0.56875	-1.763
0.57	-1.714
0.57125	-1.626
0.5725	-1.523
0.57375	-1.382
0.575	-1.26
0.57625	-1.201
0.5775	-1.035
0.57875	-0.962
0.58	-0.894
0.58125	-0.85
0.5825	-0.83
0.58375	-0.825
0.585	-0.781
0.58625	-0.718
0.5875	-0.669
0.58875	-0.664
0.59	-0.708
0.59125	-1.035
0.5925	-0.991
0.59375	-0.859
0.595	-0.664
0.59625	-0.601
0.5975	-0.64
0.59875	-0.771
0.6	-0.562
0.60125	-0.483
0.6025	-0.425
0.60375	-0.293
0.605	-0.176
0.60625	-0.044
0.6075	0.093
0.60875	0.186
0.61	0.21
0.61125	0.244
0.6125	0.283
0.61375	0.303
0.615	0.386
0.61625	0.43
0.6175	0.503
0.61875	0.64
0.62	0.693
0.62125	0.669
0.6225	0.61
0.62375	0.366
0.625	0.557
0.62625	0.649
0.6275	0.718
0.62875	0.713
0.63	0.737
0.63125	0.757
0.6325	0.732
0.63375	0.62
0.635	0.64
0.63625	0.615
0.6375	0.64
0.63875	0.63
0.64	0.635
0.64125	0.63
0.6425	0.63
0.64375	0.635
0.645	0.63
0.64625	0.61
0.6475	0.596
0.64875	0.576
0.65	0.566
0.65125	0.552
0.6525	0.503
0.65375	0.479
0.655	0.4
0.65625	0.366
0.6575	0.332
0.65875	0.327
0.66	0.269
0.66125	0.186
0.6625	0.122
0.66375	0.059
0.665	-0.015
0.66625	-0.078
0.6675	-0.127
0.66875	-0.186
0.67	-0.239
0.67125	-0.288
0.6725	-0.327
0.67375	-0.327
0.675	-0.317
0.67625	-0.347
0.6775	-0.386
0.67875	-0.43
0.68	-0.537
0.68125	-0.537
0.6825	-0.483
0.68375	-0.464
0.685	-0.459
0.68625	-0.439
0.6875	-0.415
0.68875	-0.415
0.69	-0.391
0.69125	-0.381
0.6925	-0.347
0.69375	-0.308
0.695	-0.278
0.69625	-0.259
0.6975	-0.234
0.69875	-0.21
0.7	-0.176
